-3.613943815231323242e+00,-4.528708934783935547e+00,-1.182355165481567383e+00
-2.348690271377563477e+00,-5.117786407470703125e+00,-1.166357755661010742e+00
-1.913145303726196289e+00,-5.523866653442382812e+00,-1.174703359603881836e+00
-3.517252683639526367e+00,-4.628017902374267578e+00,-1.182355165481567383e+00
-7.802963852882385254e-01,5.066188812255859375e+00,-1.244254469871520996e+00
-3.387214422225952148e+00,-4.715708017349243164e+00,-1.173607587814331055e+00
1.765585422515869141e+00,-1.829013586044311523e+00,-1.362355113029479980e+00
-2.229367733001708984e+00,-5.105053901672363281e+00,-1.166126012802124023e+00
2.711931705474853516e+00,8.947144150733947754e-01,-1.332355141639709473e+00
6.846680641174316406e-01,-4.422571659088134766e+00,-1.302355170249938965e+00
-2.358239650726318359e+00,-5.028295040130615234e+00,-1.164413452148437500e+00
2.913383245468139648e+00,1.477765321731567383e+00,-1.272355079650878906e+00
3.001242876052856445e+00,1.859079480171203613e+00,-1.332355141639709473e+00
-8.733818531036376953e-01,5.090223789215087891e+00,-1.244333744049072266e+00
3.021938562393188477e+00,1.947870969772338867e+00,-1.272355079650878906e+00
1.787216186523437500e+00,-1.748984098434448242e+00,-1.392355084419250488e+00
2.549474239349365234e+00,1.003479957580566406e+00,-1.362355113029479980e+00
2.908418893814086914e+00,1.597917079925537109e+00,-1.246880292892456055e+00
2.965774059295654297e+00,1.625989556312561035e+00,-1.302355170249938965e+00
-2.412046194076538086e+00,-5.372272491455078125e+00,-1.182355165481567383e+00
-3.822759151458740234e+00,-4.309628009796142578e+00,-1.168502688407897949e+00
-3.528743028640747070e+00,-4.519545078277587891e+00,-1.259482145309448242e+00
-1.903596162796020508e+00,-5.613358020782470703e+00,-1.176680088043212891e+00
-1.328370571136474609e+00,-5.913948535919189453e+00,-1.258643031120300293e+00
6.336861848831176758e-01,-4.510278224945068359e+00,-1.302355170249938965e+00
-3.720535039901733398e+00,-4.419401645660400391e+00,-1.168887972831726074e+00
-1.725882887840270996e-01,-6.001887321472167969e+00,-1.249197721481323242e+00
-1.424305677413940430e+00,-5.863918781280517578e+00,-1.184364795684814453e+00
-2.335958003997802734e+00,-5.237109661102294922e+00,-1.169969677925109863e+00
-9.105217456817626953e-02,-5.917858123779296875e+00,-1.249141693115234375e+00
-2.316794395446777344e+00,-5.416024208068847656e+00,-1.259180784225463867e+00
2.625053882598876953e+00,8.606659173965454102e-01,-1.362355113029479980e+00
